handle,text,url,earliest_date,is_story,domain
foxnews,Arizona officials report tabulator issue on Election Day,https://video.foxnews.com/v/6315173463112/,2022-11-08,True,foxnews.com
dcexaminer,Arizona told to 'prepare' for days of counting,https://www.washingtonexaminer.com/news/campaigns/hobbs-urges-arizona-to-prepare-for-days-of-counting,2022-11-08,True,washingtonexaminer.com
foxnews,Arizona's Maricopa County starts hand count audit for unprocessed ballots,https://www.foxnews.com/politics/arizonas-maricopa-county-begins-hand-count-audit-estimated-400k-ballots-unprocessed,2022-11-10,True,foxnews.com
dcexaminer,Arizonans vote to limit debt collections for unpaid medical bills,https://www.washingtonexaminer.com/policy/healthcare/midterm-2022-arizona-medical-debt-collection-ballot-measure,2022-11-09,True,washingtonexaminer.com
FDRLST,Arizona’s Election Administration Is An International Embarrassment,https://thefederalist.com/2022/11/10/arizonas-election-administration-is-an-international-embarrassment/,2022-11-10,True,thefederalist.com
EpochTimes,"Arizona’s Largest County Has More Than 400,000 Ballots Left to Count",https://www.theepochtimes.com/arizonas-largest-county-has-more-than-400000-ballots-left-to-count_4852911.html,2022-11-09,True,theepochtimes.com
FreeBeacon,Arizona’s Largest County Says 20 Percent of Voting Locations Experiencing Tabulation Issues,https://freebeacon.com/elections/arizonas-largest-county-says-20-percent-of-voting-locations-experiencing-tabulation-issues/,2022-11-08,True,freebeacon.com
theblaze,Armed witness holds child kidnapping suspect at gunpoint until police arrive,https://www.theblaze.com/news/armed-witness-holds-child-kidnapping-suspect-at-gunpoint-until-police-arrive,2022-11-09,True,theblaze.com
dcexaminer,Art collection of Microsoft co-founder sells for record-breaking $1.5 billion,https://www.washingtonexaminer.com/news/art-collection-microsoft-sells-record-1.5-billion,2022-11-10,True,washingtonexaminer.com
dcexaminer,Artemis I launch postponed yet again due to second tropical storm,https://www.washingtonexaminer.com/news/artemis-i-launch-postponed-second-storm,2022-11-09,True,washingtonexaminer.com
reason,"As Facebook Crumbles, the Case for Breaking It Up Is Weaker Than Ever",https://reason.com/2021/10/05/facebook-whistleblower-outage-mark-zuckerberg/,2022-11-10,True,reason.com
powerlineus,As GOP bid for Senate control stalls…,https://www.nationalreview.com/news/republicans-fighting-to-secure-narrow-house-majority-as-bid-for-senate-control-stalls/,2022-11-09,True,nationalreview.com
RedState,"As the First National Election Since 2020 Gets Underway, Election Machine Failures Are Reported In Multiple States",https://redstate.com/streiff/2022/11/08/as-the-first-national-election-since-2020-gets-underway-election-machine-failures-are-reported-in-multiple-states-n656117,2022-11-08,True,redstate.com
RedState,"As the Red Wave Arrives, Kari Lake Absolutely Wrecks a Snarky Reporter",https://redstate.com/bonchie/2022/11/08/as-the-red-wave-arrives-kari-lake-absolutely-wrecks-a-snarky-reporter-n656378,2022-11-08,True,redstate.com
OANN,Asia stocks advance as investors await U.S. midterm election results,https://www.oann.com/business/asia-stocks-advance-as/,2022-11-08,True,oann.com
OANN,"Asian shares fall ahead of U.S. CPI, crypto worries mount",https://www.oann.com/business/asian-shares-fall-ahead/,2022-11-09,True,oann.com
OANN,AstraZeneca tops quarterly estimates buoyed by cancer drugs,https://www.oann.com/business/astrazeneca-tops-quarterly-estimates/,2022-11-10,True,oann.com
DRUDGE,"At trial, accusers face loaded question: Why stay in touch with Weinstein?",https://www.msn.com/en-us/movies/celebrity/at-trial-accusers-face-a-loaded-question-why-stay-in-touch-with-weinstein/ar-AA13S5ry,2022-11-08,True,msn.com
BonginoReport,Austin Bay: Guam – The Hinge of America's Pacific Defense Begins,https://www.creators.com/read/austin-bay/11/22/guam-the-hinge-of-americas-pacific-defense-begins,2022-11-10,True,creators.com
EpochTimes,Australian Prime Minister Open to Dialogue With Chinese Leaders,https://www.theepochtimes.com/australian-prime-minister-open-to-dialogue-with-chinese-leaders_4854200.html,2022-11-09,True,theepochtimes.com
OANN,Australia’s Medibank says hacker leaked customer data on dark web,https://www.oann.com/tech/australias-medibank-says-hacker/,2022-11-08,True,oann.com
OANN,Australia’s Medibank warns that hacker may release more data,https://www.oann.com/tech/australias-medibank-warns-that/,2022-11-08,True,oann.com
OANN,Australia’s lopsided swaps market creates pockets of pricing mayhem,https://www.oann.com/business/australias-lopsided-swaps-market/,2022-11-08,True,oann.com
BreitbartNews,Austria To Place Ukrainian Refugees in Luxury Hotel After Running Out Of Space,https://www.breitbart.com/europe/2022/11/10/austria-to-place-ukrainian-refugees-in-luxury-hotel-after-running-out-of-space/,2022-11-10,True,breitbart.com
foxnews,"Authorities free 8-year-old girl held captive for 7 years by mother, grandparents",https://www.foxnews.com/world/german-authorities-free-girl-8-held-captive-7-years-mother-grandparents,2022-11-09,True,foxnews.com
EpochTimes,Auto Loan Delinquencies Rise to Highest Level in a Decade as Borrowing Costs Rise,https://www.theepochtimes.com/auto-loan-delinquencies-rise-to-highest-level-in-a-decade-as-borrowing-costs-rise_4851344.html,2022-11-09,True,theepochtimes.com
worldnetdaily,Auto loan delinquencies at 10-year high,https://www.wnd.com/2022/11/auto-loan-delinquencies-10-year-high/,2022-11-10,True,wnd.com
DRUDGE,Auto loan delinquencies rise,https://www.cnbc.com/2022/11/08/auto-loan-delinquencies-rise-as-loan-accommodation-programs-end-.html,2022-11-08,True,cnbc.com
OANN,Aviva Investors CEO says global finance architecture ‘not fit for purpose’,https://www.oann.com/business/aviva-investors-ceo-says/,2022-11-10,True,oann.com
BreitbartNews,Awful Details Emerge in the Death of NFL Assistant Coach Adam Zimmer,https://www.breitbart.com/sports/2022/11/08/awful-details-emerge-in-the-death-of-nfl-assistant-coach-adam-zimmer/,2022-11-08,True,breitbart.com
hotairblog,"Axios, NYT: Was the Republican red wave  aborted?",https://hotair.com/ed-morrissey/2022/11/10/axios-nyt-was-the-republican-red-wave-aborted-n509815,2022-11-10,True,hotair.com
foxnews,"Ayahuasca to blame for Aaron Rodgers' struggles, ESPN's Robert Griffin III suggests",https://www.foxnews.com/sports/ayahuasca-blame-aaron-rodgers-struggles-espns-robert-griffin-iii-suggests,2022-11-08,True,foxnews.com
foxnews,BALLOT COUNT COMPLICATION,https://www.foxnews.com/politics/arizonas-maricopa-county-election-officials-address-ballot-issues-kari-lake-blake-masters-lawsuit,2022-11-09,True,foxnews.com
BreitbartNews,BBD: The Economic Consequences of the Midterm Elections,https://www.breitbart.com/economy/2022/11/09/breitbart-business-digest-the-economic-consequences-of-the-midterm-elections/,2022-11-09,True,breitbart.com
DRUDGE,"BETO DOWN, AGAIN",https://news.yahoo.com/beto-orourke-texas-governor-results-035742762.html,2022-11-09,True,yahoo.com
DRUDGE,BETTING MARKET: 70% chance,https://www.marketwatch.com/story/republicans-have-2-in-3-chance-of-winning-senate-in-midterm-elections-betting-markets-say-11666621905,2022-11-08,True,marketwatch.com
foxnews,BIDEN BLUNDERS:President's final week of campaigning plagued with gaffes,https://www.foxnews.com/politics/bidens-final-week-campaigning-plagued-gaffes-whats-name,2022-11-08,True,foxnews.com
DRUDGE,BIDEN: 'GOOD DAY FOR DEMOCRACY'; TEASES '24 ANNOUNCEMENT AFTER XMAS,https://www.yahoo.com/news/an-affirmation-for-biden-in-midterm-results-and-a-boost-for-2024-204536072.html,2022-11-09,True,yahoo.com
DRUDGE,BIDEN: Musk's Foreign Ties Worth Looking At,https://www.nbcnews.com/politics/white-house/biden-says-elon-musks-relationships-foreign-countries-worthy-looked-rcna56503,2022-11-09,True,nbcnews.com
DRUDGE,"BLAMES HANNITY, MELANIA",https://www.semafor.com/article/11/09/2022/donald-trumps-candidates-slumped-on-tuesday-and-hes-looking-for-someone-to-blame,2022-11-09,True,semafor.com
BreitbartNews,BND Pod: Election 2022 Recap……Guest: Rep. Jim Jordan Lays Out Top GOP Priorities,https://www.breitbart.com/podcast/2022/11/09/breitbart-news-daily-podcast-ep-258-election-2022-recap-guest-rep-jim-jordan-lays-out-top-gop-priorities/,2022-11-09,True,breitbart.com
BreitbartNews,"BND Pod: Election Day 2022!… …Guest: Karoline Leavitt, Youngest Congresswoman Ever?",https://www.breitbart.com/podcast/2022/11/08/breitbart-news-daily-podcast-ep-257-election-day-2022-guest-karoline-leavitt-youngest-congresswoman-ever/,2022-11-08,True,breitbart.com
BreitbartNews,BND Pod: Unmarried Women Disrupt Red Wave… …Guest: Kris Kobach,https://www.breitbart.com/podcast/2022/11/10/breitbart-news-daily-podcast-ep-259-unmarried-women-disrupt-red-wave-guest-kris-kobachs-kansas-comeback/,2022-11-10,True,breitbart.com
OANN,BOJ’s Kuroda: Undesirable to raise interest rates now,https://www.oann.com/business/bojs-kuroda-undesirable-to/,2022-11-09,True,oann.com
OANN,BP unions in Rotterdam vow strike if wage demands not met,https://www.oann.com/business/bp-unions-in-rotterdam/,2022-11-10,True,oann.com
foxnews,BRACING FOR IMPACT,https://www.foxnews.com/weather/florida-prepares-for-impact-of-hurricane-nicole-major-coastal-flooding-expected,2022-11-09,True,foxnews.com
foxnews,"BREAKING NEWS:Commanders, NFL facing lawsuit alleging collusion in toxic workplace probe",https://www.foxnews.com/sports/commanders-nfl-facing-lawsuit-alleging-collusion-toxic-workplace-probe,2022-11-10,True,foxnews.com
RedState,BREAKING: Another Big Flip in VA - Jen Kiggans Wins,https://redstate.com/nick-arama/2022/11/08/breaking-another-big-flip-in-va-jen-kiggans-wins-n656634,2022-11-08,True,redstate.com
RedState,BREAKING: Congressman Chris Pappas Hangs on With Re-election in New Hampshire,https://redstate.com/joesquire/2022/11/09/breaking-congressman-chris-pappas-hangs-on-with-re-election-in-new-hampshire-n656021,2022-11-09,True,redstate.com
RedState,BREAKING: Critical Pick-up for GOP in FL-13,https://redstate.com/nick-arama/2022/11/08/breaking-critical-pick-up-for-gop-in-fl-13-n656512,2022-11-08,True,redstate.com
hotairblog,BREAKING: DCCC chair concedes House seat to GOP,https://hotair.com/ed-morrissey/2022/11/09/breaking-dccc-chair-concedes-house-seat-to-gop-n509540,2022-11-09,True,hotair.com
RedState,BREAKING: Decision in on Rep. Marjorie Taylor Greene's Race,https://redstate.com/nick-arama/2022/11/08/breaking-decision-in-on-rep-marjorie-taylor-greenes-race-n656285,2022-11-08,True,redstate.com
RedState,BREAKING: Democrat Tony Evers Flips Wisconsin in Governor's Race,https://redstate.com/joesquire/2022/11/09/breaking-democrat-tony-evers-flips-wisconsin-in-governors-race-n656008,2022-11-09,True,redstate.com
gatewaypundit,BREAKING: ELECTION DAY TABULATORS Across Maricopa County Are NOT WORKING – AGAIN (VIDEO),https://www.thegatewaypundit.com/2022/11/breaking-election-day-tabulators-across-maricopa-county-not-working-video/,2022-11-08,True,thegatewaypundit.com
RedState,BREAKING: Herschel Walker Forces Raphael Warnock Into Senate Runoff in Georgia,https://redstate.com/joesquire/2022/11/09/breaking-herschel-walker-forces-raphael-warnock-into-senate-runoff-in-georgia-n655874,2022-11-09,True,redstate.com
RedState,"BREAKING: Judge Rejects Arizona Republican Lawsuit in Maricopa County, Polls Now Closed",https://redstate.com/carcand/2022/11/08/breaking-judge-rejects-arizona-republican-lawsuit-in-maricopa-county-polls-now-closed-n656536,2022-11-08,True,redstate.com
RedState,BREAKING: MI Gov's Race Called for Whitmer,https://redstate.com/nick-arama/2022/11/09/breaking-mi-govs-race-called-for-whitmer-n655928,2022-11-09,True,redstate.com
hotairblog,BREAKING: Manchin torpedoes Biden climate appointee,https://hotair.com/headlines/2022/11/10/breaking-manchin-torpedoes-biden-climate-appointee-n509909,2022-11-10,True,hotair.com
RedState,BREAKING: Pennsylvania Gubernatorial Race Called,https://redstate.com/bonchie/2022/11/08/breaking-pennsylvania-gubernatorial-race-called-2-n655871,2022-11-08,True,redstate.com
RedState,BREAKING: Ron Johnson Hangs on to Win Wisconsin Senate Race,https://redstate.com/smoosieq/2022/11/09/breaking-ron-johnson-hangs-on-to-win-wisconsin-senate-race-n656006,2022-11-09,True,redstate.com
hotairblog,BREAKING: Russians retreat from Kherson,https://hotair.com/headlines/2022/11/09/auto-draft-742-n509538,2022-11-09,True,hotair.com
RedState,"BREAKING: Some Maricopa County, Arizona, Polling Places Having Issues - Here's How to Make Sure Your Vote Is Still Counted",https://redstate.com/carcand/2022/11/08/breaking-some-maricopa-county-arizona-polling-places-having-issues-heres-how-to-make-sure-your-vote-is-still-counted-n656098,2022-11-08,True,redstate.com
gatewaypundit,BREAKING: TABULATORS IN TEXAS ALSO NOT WORKING! It’s Not Just Arizona!,https://www.thegatewaypundit.com/2022/11/breaking-tabulators-texas-also-not-working-not-just-arizona/,2022-11-08,True,thegatewaypundit.com
RedState,BREAKING: Tedd Budd Wins for NC Senate,https://redstate.com/nick-arama/2022/11/09/breaking-tedd-budd-wins-for-nc-senate-n655957,2022-11-08,True,redstate.com
NRO,"BREAKING: Trump Knows More about Ron DeSantis Than the Governor’s Own Family, with the Possible Exception of His Wife",https://www.nationalreview.com/corner/breaking-trump-knows-more-about-ron-desantis-than-the-governors-own-family-with-the-possible-exception-of-his-wife/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=featured-writers&utm_term=third,2022-11-09,True,nationalreview.com
NRO,"BREAKING: Trump Knows More about Ron DeSantis than the Governor’s Own Family, with the Possible Exception of His Wife",https://www.nationalreview.com/corner/breaking-trump-knows-more-about-ron-desantis-than-the-governors-own-family-with-the-possible-exception-of-his-wife/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=corner&utm_term=fourth,2022-11-08,True,nationalreview.com
RedState,BREAKING: Votes in Key Arizona County Are Being 'Misread',http://townhall.com/tipsheet/katiepavlich/2022/11/08/voting-machines-in-key-arizona-county-arent-working-n2615642,2022-11-08,True,townhall.com
foxnews,BUCKEYE BATTLEGROUND,https://www.foxnews.com/politics/ohio-senate-republican-jd-vance-tops-democrat-tim-ryan-race,2022-11-08,True,foxnews.com
powerlineus,Bad COP,https://www.fdd.org/analysis/2022/11/09/bad-cop/,2022-11-09,True,fdd.org
BreitbartNews,Bad Luck Zuck: Facebook to Begin Massive Layoffs This Week,https://www.breitbart.com/tech/2022/11/07/bad-luck-zuck-facebook-to-begin-massive-layoffs-this-week/,2022-11-08,True,breitbart.com
BreitbartNews,"Balenciaga, Adidas Blasted for Partnering with Hadid After Dropping Kanye……‘Hypocrisy Replacing One Antisemite for Another’",https://www.breitbart.com/middle-east/2022/11/09/balenciaga-adidas-blasted-for-partnering-with-hadid-after-dropping-kanye/,2022-11-09,True,breitbart.com
foxnews,Ballot initiatives protecting access to abortion win across five states in midterms,https://www.foxnews.com/politics/ballot-initiatives-protecting-access-abortion-win-across-five-states-midterms,2022-11-09,True,foxnews.com
dcexaminer,Ballots go missing in New Jersey after voting machines failure,https://www.washingtonexaminer.com/news/campaigns/ballots-missing-new-jersey-county,2022-11-09,True,washingtonexaminer.com
OANN,Banco do Brasil beats estimates for Q3 profit,https://www.oann.com/business/banco-do-brasil-beats/,2022-11-09,True,oann.com
OANN,Bank of Canada says labor market can weather a slump without a jobless surge,https://www.oann.com/business/bank-of-canada-says/,2022-11-10,True,oann.com
OANN,Bank of Mexico hikes key rate to record 10% in split decision,https://www.oann.com/business/bank-of-mexico-hikes/,2022-11-10,True,oann.com
BulwarkOnline,Barbara Slavin: Fire Under the Ashes,https://www.thebulwark.com/podcast-episode/barbara-slavin-fire-under-the-ashes/,2022-11-08,True,thebulwark.com
OANN,Barclays cuts investment banking jobs as deals languish – source,https://www.oann.com/business/barclays-cuts-investment-banking/,2022-11-08,True,oann.com
BreitbartNews,"Barrasso: Biden’s Policies ‘Haven’t Put a Dent in Climate Change,’ But Have Done ‘Dramatic Damage’ Economically",https://www.breitbart.com/clips/2022/11/07/barrasso-bidens-policies-havent-put-a-dent-in-climate-change-but-has-done-dramatic-damage-economically/,2022-11-08,True,breitbart.com
BonginoReport,Becky Noble: Why There Won’t Be A Trump-DeSantis Civil War,https://thepoliticalinsider.com/why-there-wont-be-a-civil-war-between-trump-and-desantis/?utm_source=home-headline-stories,2022-11-08,True,thepoliticalinsider.com
JustTheNews,"Before you renew Amazon Prime, read this",https://capitaloneshopping.com/blog/is-amazon-actually-giving-you-the-best-price-779e00e8958e?utm_source=Newton&utm_campaign=002cebf1de78d58e1cd0a70d7935d6778f&utm_term=00b9e19bb0c0f6d9c4ec9dcc1f05b364a6&obOrigUrl=true,2022-11-08,True,capitaloneshopping.com
JustTheNews,"Before you renew Amazon Prime, read this Capital One Shopping Ad is Hidden Please tell us why you hid this ad? Inappropriate Misleading Misinformation Repetitive Irrelevant Distracting",https://capitaloneshopping.com/blog/is-amazon-actually-giving-you-the-best-price-779e00e8958e?utm_source=Newton&utm_campaign=0057de7677d98c6533b4f7df2f1ae88715&utm_term=00e4e740c9a3282e9712281da9d4a084f8&utm_content=$publisher_name$_$section_name$&obOrigUrl=true,2022-11-10,True,capitaloneshopping.com
JustTheNews,"Before you renew Amazon Prime, read this Capital One Shopping Learn More Ad is Hidden Please tell us why you hid this ad? Inappropriate Misleading Misinformation Repetitive Irrelevant Distracting",https://capitaloneshopping.com/blog/is-amazon-actually-giving-you-the-best-price-779e00e8958e?utm_source=Newton&utm_campaign=0057de7677d98c6533b4f7df2f1ae88715&utm_term=0034ac3de535ec899f620cd23e161ba95c&obOrigUrl=true,2022-11-08,True,capitaloneshopping.com
JustTheNews,"Before you renew Amazon Prime, read this Sign Up Capital One Shopping Ad is Hidden Please tell us why you hid this ad? Inappropriate Misleading Misinformation Repetitive Irrelevant Distracting",https://capitaloneshopping.com/blog/is-amazon-actually-giving-you-the-best-price-779e00e8958e?utm_source=Newton&utm_campaign=00264fb1e6e250d43f313d5215fc1f26ce&utm_term=00fce2dde2c6afd7b22145d8063a012df8&obOrigUrl=true,2022-11-08,True,capitaloneshopping.com
BreitbartNews,Behar: ‘Should’ve Been a Blue Tsunami’,https://www.breitbart.com/clips/2022/11/09/behar-dems-lousy-at-messaging-midterms-shouldve-been-a-blue-tsunami/,2022-11-09,True,breitbart.com
theblaze,"Beheaded California mother identified. Day before her murder, she threatened to expose suspect's alleged relationship with another man. Grieving father speaks out.",https://www.theblaze.com/news/california-mother-beheading-update-father,2022-11-10,True,theblaze.com
DRUDGE,Behind FTX fall,https://finance.yahoo.com/news/exclusive-behind-ftxs-fall-battling-044523595.html,2022-11-10,True,yahoo.com
OANN,"Behind FTX’s fall, battling billionaires and a failed bid to save crypto",https://www.oann.com/business/behind-ftxs-fall-battling/,2022-11-10,True,oann.com
OANN,Benettons and Blackstone secure 62.2% of Atlantia’s shares as bid nears end,https://www.oann.com/business/benettons-and-blackstone-secure/,2022-11-10,True,oann.com
reason,Bernie Sanders-Backed John Fetterman Prevails in Pennsylvania,https://reason.com/2022/11/09/bernie-sanders-backed-john-fetterman-prevails-in-pennsylvania/,2022-11-09,True,reason.com
worldnetdaily,Best Cat Breeds For All 12 Horoscope Signs,https://clck.mgid.com/ghits/13404747/i/57510778/0/pp/2/1?h=rvP7Fvx6JjTEY7QxV_zJrh-X18peHOyBPO3rhPUuAiL9dtMcrKeOvKQ2vnuZ6nCmdKhuNtwMakQxHihUE8OcfQ**&rid=99f957f8-608e-11ed-9c47-78ac440ce74a&tt=Direct&att=3&afrd=9&iv=11&prid=10&ct=1&gdprApplies=0&st=-360&mp4=1,2022-11-09,True,mgid.com
BonginoReport,Beto O'Rourke Loses Again,https://www.newsnationnow.com/politics/elections-2022/texas-2022-midterm-election/greg-abbott-projected-winner-of-texas-governor-race/,2022-11-08,True,newsnationnow.com
WashTimes,Beto O'Rourke falls short again as Texas Gov. Greg Abbott captures third term,https://www.washingtontimes.com/news/2022/nov/8/beto-orourke-falls-short-again-texas-gov-greg-abbo/,2022-11-08,True,washingtontimes.com
NRO,Beto O’Rourke Goes 0 for 3 after Spending $164 Million in Failed Campaigns,https://www.nationalreview.com/news/beto-orourke-goes-0-for-3-after-spending-164-million-in-failed-campaigns/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=hero&utm_content=related&utm_term=fifth,2022-11-09,True,nationalreview.com
powerlineus,Bewilderment of the Dems,https://www.spiked-online.com/2022/11/08/the-bewilderment-of-the-democrats/,2022-11-08,True,spiked-online.com
powerlineus,"Beyond ""MAGA deniers""",https://www.realclearinvestigations.com/articles/2022/11/08/beyond_maga_deniers_here_are_the_well-funded_forces_arrayed_left_and_right_to_challenge_the_election_863364.html,2022-11-08,True,realclearinvestigations.com
OANN,"Beyond Meat losses balloon as costs mount, demand for faux meat slows",https://www.oann.com/business/beyond-meat-losses-balloon/,2022-11-09,True,oann.com
BreitbartNews,"Biden Admin Claims Handshake Between John Kerry, Maduro ‘Unplanned’",https://www.breitbart.com/politics/2022/11/09/biden-admin-claims-handshake-between-john-kerry-venezuelan-dictator-maduro-unplanned/,2022-11-10,True,breitbart.com
BonginoReport,Biden Admin Gives $41 Million to Help Illegals Fight Deportation,https://thepoliticalinsider.com/biden-admin-gives-41m-to-help-illegal-immigrants-fight-deportation,2022-11-09,True,thepoliticalinsider.com
FreeBeacon,Biden Admin Moves To Secure Abortion Access for Unaccompanied Migrant Children,https://freebeacon.com/biden-administration/biden-admin-moves-to-secure-abortion-access-for-unaccompanied-migrant-children/,2022-11-10,True,freebeacon.com
BonginoReport,Biden Admin to Send More Weapons to Ukraine,https://thepostmillennial.com/breaking-biden-to-send-more-weapons-to-ukraine?utm_campaign=64487,2022-11-10,True,thepostmillennial.com
EpochTimes,Biden Administration Defends Racially Discriminatory Adoption Law at Supreme Court,https://www.theepochtimes.com/biden-administration-defends-racially-discriminatory-adoption-law-at-supreme-court_4852862.html,2022-11-09,True,theepochtimes.com
EpochTimes,Biden Administration Tells Supreme Court to Let House Democrats Have Trump’s Taxes,https://www.theepochtimes.com/biden-administration-tells-supreme-court-to-let-house-democrats-have-trumps-taxes_4855292.html,2022-11-10,True,theepochtimes.com
BonginoReport,Biden Avoids Public Election Day Appearance,https://www.theepochtimes.com/biden-avoids-public-election-day-appearance-shares-private-calls-with-democrats_4850083.html?utm_source=partner&utm_campaign=BonginoReport,2022-11-08,True,theepochtimes.com
EpochTimes,Biden Brushes Off Threat of Hunter Biden Investigations From Republicans,https://www.theepochtimes.com/biden-brushes-off-threat-of-hunter-biden-investigations-from-republicans_4854904.html,2022-11-10,True,theepochtimes.com
RedState,Biden Calls Lid Before Noon on Election Day,http://townhall.com/tipsheet/spencerbrown/2022/11/08/biden-calls-lid-before-noon-to-hunker-down-for-election-day-n2615646,2022-11-08,True,townhall.com
EpochTimes,"Biden Cut the Pipeline, Complains About High Gas Prices",https://www.theepochtimes.com/biden-cut-the-pipeline-complains-about-high-gas-prices_4855997.html,2022-11-10,True,theepochtimes.com
dcexaminer,Biden DOJ pressures Supreme Court to allow release of Trump's tax returns,https://www.washingtonexaminer.com/policy/courts/biden-pressures-scotus-to-allow-release-of-trumps-tax-returns,2022-11-10,True,washingtonexaminer.com
foxnews,"Biden DOJ sends election monitors to 64 jurisdictions, a dramatic increase over 2020",https://www.foxnews.com/politics/biden-doj-sends-election-monitors-64-jurisdictions-dramatic-increase-2020,2022-11-08,True,foxnews.com
RedState,Biden Delivers Clueless Response to Voters and Midterm Results,https://redstate.com/nick-arama/2022/11/09/biden-delivers-clueless-response-to-voters-and-midterm-results-n656974,2022-11-09,True,redstate.com
EpochTimes,"Biden Extends Trump-Era National Emergency, Investment Bans on Chinese Military-Linked Companies",https://www.theepochtimes.com/biden-extends-trump-era-national-emergency-investment-bans-on-china-linked-companies_4853469.html,2022-11-09,True,theepochtimes.com
BreitbartNews,Biden Fears Generational Change if Democrats Lose Midterms,https://www.breitbart.com/politics/2022/11/08/joe-biden-fears-generational-change-if-democrats-lose-midterms/,2022-11-08,True,breitbart.com
BreitbartNews,Biden Finally Congratulates ‘Friend’ Netanyahu on Israel Election Win,https://www.breitbart.com/politics/2022/11/07/after-days-long-delay-biden-congratulates-friend-netanyahu/,2022-11-08,True,breitbart.com
BreitbartNews,Biden Gas Price Tweet Flagged by Twitter Users for Missing Context,https://www.breitbart.com/politics/2022/11/07/biden-tweet-flagged-twitter-users-gas-prices/,2022-11-08,True,breitbart.com
EpochTimes,Biden Keeps Open Possibility That He Won’t Run in 2024,https://www.theepochtimes.com/biden-keeps-open-possibility-that-he-wont-run-in-2024_4854779.html,2022-11-10,True,theepochtimes.com
townhallcom,Biden Makes Creepy Comments About What He Can Do About Elon Musk,https://townhall.com/tipsheet/katiepavlich/2022/11/10/biden-makes-creepy-comments-about-what-he-can-do-about-elon-musk-n2615787,2022-11-10,True,townhall.com
townhallcom,Biden Makes Creepy Comments About What He Can Do to Elon Musk,https://townhall.com/tipsheet/katiepavlich/2022/11/10/biden-makes-creepy-comments-about-what-he-can-do-to-elon-musk-n2615787,2022-11-10,True,townhall.com
BonginoReport,"Biden No Longer Using ""Transitory"" Inflation Narrative, Says It Will Take Time to Get Back to Normal",https://www.dailyfetched.com/biden-on-soaring-inflation-it-will-take-time-to-get-back-to-normal/,2022-11-10,True,dailyfetched.com
EpochTimes,Biden Says Democrats ‘Had a Strong Night’ as Predicted Red Wave ‘Didn’t Happen’,https://www.theepochtimes.com/biden-says-democrats-had-a-strong-night-as-predicted-red-wave-didnt-happen_4853729.html,2022-11-09,True,theepochtimes.com
BonginoReport,"Biden Says Elon Musk Is ""Worthy of Being Looked at"" as Potential National Security Threat",https://thepostmillennial.com/breaking-biden-says-elon-musk-worth-being-looked-at-as-a-threat-to-national-security?utm_campaign=64487,2022-11-09,True,thepostmillennial.com
EpochTimes,Biden Should Shun Xi at the G20,https://www.theepochtimes.com/biden-should-shun-xi-at-the-g-20_4854115.html,2022-11-10,True,theepochtimes.com
BreitbartNews,Biden Signals Support for Investigation of Elon Musk,https://www.breitbart.com/politics/2022/11/09/joe-biden-signals-support-for-investigation-of-elon-musk-acquiring-twitter-theres-lots-of-ways/,2022-11-09,True,breitbart.com
BonginoReport,"Biden Student Loan Bailout Beneficiaries Plan on Spending Extra Money on Travel, Drugs, and Booze",https://www.based-politics.com/2022/11/10/travel-drugs-alcohol-survey-shows-how-biden-student-loan-bailout-recipients-will-spend-extra-money/,2022-11-10,True,based-politics.com
BonginoReport,"Biden Suggests He'll Use Constitutional Means to ""Make Sure Trump Will ‘Not Take Power in 2024""",https://thepoliticalinsider.com/biden-says-hell-use-constitutional-means-to-make-sure-trump-will-not-take-power-in-2024/?utm_source=home-featured,2022-11-10,True,thepoliticalinsider.com
FreeBeacon,"Biden Too Weak To Stand Up to China, Texas Rep Warns",https://freebeacon.com/national-security/biden-too-weak-to-stand-up-to-china-texas-rep-warns/,2022-11-10,True,freebeacon.com
foxnews,Biden admits Democrats will have 'tough' time keeping House majority,https://www.foxnews.com/politics/biden-admits-democrats-tough-time-keeping-house-majority,2022-11-08,True,foxnews.com
BonginoReport,Biden and China’s Xi Set to Hold First In-Person Meeting Monday in Indonesia,https://www.foxnews.com/politics/biden-china-xi-first-in-person-meeting-monday-indonesia,2022-11-10,True,foxnews.com
WashTimes,Biden and Democrats are lying to Americans about Medicare cuts,https://www.washingtontimes.com/news/2022/nov/10/biden-and-democrats-are-lying-americans-about-medi/,2022-11-10,True,washingtontimes.com
dcexaminer,Biden approves emergency declaration of Tropical Storm Nicole,https://www.washingtonexaminer.com/news/biden-approves-emergency-declaration-florida-hurricane,2022-11-09,True,washingtonexaminer.com
foxnews,"Biden avoids public Election Day appearance, taping radio interview and calling 'lid' before noon",https://www.foxnews.com/politics/biden-avoids-public-election-day-appearance-taping-radio-interview-calling-lid-noon,2022-11-08,True,foxnews.com
dcexaminer,Biden breaks cover: Joe speaks for the first time since Democrats dented red wave,https://www.washingtonexaminer.com/news/watch-live-joe-biden-speaks-democrats-outperform-midterm-expectations,2022-11-09,True,washingtonexaminer.com
